S1_Temp,S2_Temp,S3_Temp,S1_Light,S2_Light,S3_Light,S1_Sound,S2_Sound,S3_Sound,S6_PIR,S7_PIR,S5_CO2,S5_CO2_Slope
-1.4630334724732994,-2.2817027450052016,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.4060819132095776,0.7558802604084072,0.01637712364357382,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.4630334724732994,-2.2817027450052016,-1.1623342899944535,-0.4862183425916628,3.605230314850898,1.4060819132095776,0.7558802604084072,0.01637712364357382,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.2922554225310348,-2.2817027450052016,-1.3027635395975994,-0.4862183425916628,3.731013945474883,1.4060819132095776,0.7558802604084072,0.01637712364357382,3.349213045466599,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.2922554225310348,-2.2817027450052016,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.4060819132095776,0.7558802604084072,0.01637712364357382,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.2922554225310348,-2.2817027450052016,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.4440878792734193,0.7558802604084072,1.8392769630478965,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.2922554225310348,-2.0680626937553543,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.4440878792734193,0.7558802604084072,1.8392769630478965,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.2922554225310348,-2.2817027450052016,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.4440878792734193,0.7558802604084072,0.01637712364357382,-0.05785524192229626,3.177136283143177,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.2922554225310348,-2.0680626937553543,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.4440878792734193,2.243409142801403,1.8392769630478965,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,-0.37527626926810165
-1.2922554225310348,-2.0680626937553543,-1.1623342899944535,-0.4862183425916628,3.8567975760988684,1.5200998114011028,2.243409142801403,0.01637712364357382,-0.05785524192229626,-0.3147488527028777,-0.2940286695578086,0.2048826093595872,-4.722282366229009
-1.2922554225310348,-2.0680626937553543,-1.1623342899944535,-0.4862183425916628,3.731013945474883,1.5581057774649447,0.7558802604084072,0.01637712364357382,-0.05785524192229626,3.177136283143177,3.401028891175496,0.2048826093595872,0.19172452598980524
-1.1214773725887703,-2.0680626937553543,-1.1623342899944535,-0.4862183425916628,3.8567975760988684,1.5581057774649447,0.7558802604084072,0.01637712364357382,-0.05785524192229626,3.177136283143177,3.401028891175496,0.2048826093595872,0.19172452598980524
-1.1214773725887703,-2.0680626937553543,-1.1623342899944535,-0.4862183425916628,3.8567975760988684,1.5581057774649447,0.7558802604084072,0.01637712364357382,-0.05785524192229626,3.177136283143177,-0.2940286695578086,0.2048826093595872,0.19172452598980524
-1.1214773725887703,-1.8188159672971929,-0.9985001654574461,-0.4862183425916628,3.8567975760988684,1.5581057774649447,0.7558802604084072,0.01637712364357382,1.6456789017721525,3.177136283143177,-0.2940286695578086,0.2048826093595872,0.19172452598980524
